timestamp,gpu_id,memory_used_mib,utilization_gpu_pct,utilization_memory_pct,run_id
2026-07-14T13:06:21Z,0,0,0,0,full_layeraware-native-mlp-q4
2026-07-14T13:06:23Z,0,0,2,0,full_layeraware-native-mlp-q4
2026-07-14T13:06:25Z,0,0,0,0,full_layeraware-native-mlp-q4
2026-07-14T13:06:27Z,0,0,2,0,full_layeraware-native-mlp-q4
2026-07-14T13:06:28Z,0,11890,3,0,full_layeraware-native-mlp-q4
2026-07-14T13:06:29Z,0,11890,3,0,full_layeraware-native-mlp-q4
2026-07-14T13:06:30Z,0,11890,2,0,full_layeraware-native-mlp-q4
2026-07-14T13:06:31Z,0,11896,2,0,full_layeraware-native-mlp-q4
2026-07-14T13:06:32Z,0,11906,3,0,full_layeraware-native-mlp-q4
2026-07-14T13:06:33Z,0,11916,3,0,full_layeraware-native-mlp-q4
2026-07-14T13:06:34Z,0,11922,3,0,full_layeraware-native-mlp-q4
2026-07-14T13:06:35Z,0,11926,2,0,full_layeraware-native-mlp-q4
2026-07-14T13:06:36Z,0,11942,3,0,full_layeraware-native-mlp-q4
2026-07-14T13:06:37Z,0,11954,3,0,full_layeraware-native-mlp-q4
2026-07-14T13:06:38Z,0,11966,3,0,full_layeraware-native-mlp-q4
2026-07-14T13:06:39Z,0,11978,2,0,full_layeraware-native-mlp-q4
2026-07-14T13:06:40Z,0,11990,5,0,full_layeraware-native-mlp-q4
2026-07-14T13:06:41Z,0,12002,3,0,full_layeraware-native-mlp-q4
2026-07-14T13:06:42Z,0,12076,6,0,full_layeraware-native-mlp-q4
2026-07-14T13:06:43Z,0,12944,100,67,full_layeraware-native-mlp-q4
2026-07-14T13:06:44Z,0,13494,94,89,full_layeraware-native-mlp-q4
2026-07-14T13:06:45Z,0,13494,94,89,full_layeraware-native-mlp-q4
2026-07-14T13:06:46Z,0,13494,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:06:47Z,0,13494,94,89,full_layeraware-native-mlp-q4
2026-07-14T13:06:48Z,0,13494,94,89,full_layeraware-native-mlp-q4
2026-07-14T13:06:49Z,0,13494,94,89,full_layeraware-native-mlp-q4
2026-07-14T13:06:50Z,0,13494,94,89,full_layeraware-native-mlp-q4
2026-07-14T13:06:51Z,0,13494,95,89,full_layeraware-native-mlp-q4
2026-07-14T13:06:52Z,0,13494,97,92,full_layeraware-native-mlp-q4
2026-07-14T13:06:53Z,0,13494,94,89,full_layeraware-native-mlp-q4
2026-07-14T13:06:54Z,0,13494,94,89,full_layeraware-native-mlp-q4
2026-07-14T13:06:55Z,0,13494,94,89,full_layeraware-native-mlp-q4
2026-07-14T13:06:56Z,0,13608,94,89,full_layeraware-native-mlp-q4
2026-07-14T13:06:57Z,0,13722,94,89,full_layeraware-native-mlp-q4
2026-07-14T13:06:59Z,0,13836,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:07:00Z,0,13836,97,91,full_layeraware-native-mlp-q4
2026-07-14T13:07:01Z,0,13836,97,91,full_layeraware-native-mlp-q4
2026-07-14T13:07:02Z,0,13836,94,89,full_layeraware-native-mlp-q4
2026-07-14T13:07:03Z,0,13836,94,89,full_layeraware-native-mlp-q4
2026-07-14T13:07:04Z,0,13836,94,89,full_layeraware-native-mlp-q4
2026-07-14T13:07:05Z,0,13836,97,92,full_layeraware-native-mlp-q4
2026-07-14T13:07:06Z,0,13836,94,89,full_layeraware-native-mlp-q4
2026-07-14T13:07:07Z,0,13836,94,89,full_layeraware-native-mlp-q4
2026-07-14T13:07:08Z,0,13836,94,89,full_layeraware-native-mlp-q4
2026-07-14T13:07:09Z,0,14178,97,92,full_layeraware-native-mlp-q4
2026-07-14T13:07:10Z,0,14178,94,89,full_layeraware-native-mlp-q4
2026-07-14T13:07:11Z,0,14178,94,89,full_layeraware-native-mlp-q4
2026-07-14T13:07:12Z,0,14178,97,92,full_layeraware-native-mlp-q4
2026-07-14T13:07:13Z,0,14178,94,89,full_layeraware-native-mlp-q4
2026-07-14T13:07:14Z,0,14178,97,91,full_layeraware-native-mlp-q4
2026-07-14T13:07:15Z,0,14178,94,89,full_layeraware-native-mlp-q4
2026-07-14T13:07:16Z,0,14178,94,90,full_layeraware-native-mlp-q4
2026-07-14T13:07:17Z,0,14178,94,90,full_layeraware-native-mlp-q4
2026-07-14T13:07:18Z,0,14178,94,89,full_layeraware-native-mlp-q4
2026-07-14T13:07:19Z,0,14178,94,90,full_layeraware-native-mlp-q4
2026-07-14T13:07:20Z,0,14178,94,90,full_layeraware-native-mlp-q4
2026-07-14T13:07:21Z,0,14178,97,92,full_layeraware-native-mlp-q4
2026-07-14T13:07:22Z,0,14292,94,90,full_layeraware-native-mlp-q4
2026-07-14T13:07:23Z,0,14612,97,92,full_layeraware-native-mlp-q4
2026-07-14T13:07:24Z,0,14612,94,90,full_layeraware-native-mlp-q4
2026-07-14T13:07:25Z,0,14774,94,90,full_layeraware-native-mlp-q4
2026-07-14T13:07:26Z,0,14774,97,92,full_layeraware-native-mlp-q4
2026-07-14T13:07:27Z,0,14888,94,89,full_layeraware-native-mlp-q4
2026-07-14T13:07:28Z,0,14892,100,64,full_layeraware-native-mlp-q4
2026-07-14T13:07:29Z,0,14892,96,90,full_layeraware-native-mlp-q4
2026-07-14T13:07:30Z,0,14892,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:07:31Z,0,14892,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:07:32Z,0,14892,93,87,full_layeraware-native-mlp-q4
2026-07-14T13:07:33Z,0,14892,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:07:34Z,0,14892,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:07:35Z,0,14892,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:07:36Z,0,14892,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:07:37Z,0,14892,97,90,full_layeraware-native-mlp-q4
2026-07-14T13:07:38Z,0,14892,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:07:39Z,0,14892,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:07:40Z,0,14892,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:07:41Z,0,14892,28,27,full_layeraware-native-mlp-q4
2026-07-14T13:07:42Z,0,14892,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:07:43Z,0,14892,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:07:44Z,0,14892,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:07:45Z,0,14892,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:07:46Z,0,14892,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:07:47Z,0,14892,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:07:48Z,0,14892,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:07:49Z,0,14892,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:07:50Z,0,14892,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:07:51Z,0,14892,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:07:52Z,0,14892,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:07:53Z,0,14892,96,90,full_layeraware-native-mlp-q4
2026-07-14T13:07:54Z,0,14892,97,91,full_layeraware-native-mlp-q4
2026-07-14T13:07:55Z,0,14892,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:07:56Z,0,14892,97,62,full_layeraware-native-mlp-q4
2026-07-14T13:07:57Z,0,14892,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:07:58Z,0,14892,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:07:59Z,0,14892,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:08:00Z,0,14892,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:08:01Z,0,14892,90,83,full_layeraware-native-mlp-q4
2026-07-14T13:08:02Z,0,14892,97,90,full_layeraware-native-mlp-q4
2026-07-14T13:08:04Z,0,14892,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:08:05Z,0,14892,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:08:06Z,0,14892,96,89,full_layeraware-native-mlp-q4
2026-07-14T13:08:07Z,0,14892,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:08:08Z,0,14892,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:08:09Z,0,14892,95,88,full_layeraware-native-mlp-q4
2026-07-14T13:08:10Z,0,14892,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:08:11Z,0,14892,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:08:12Z,0,14892,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:08:13Z,0,14892,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:08:14Z,0,14892,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:08:15Z,0,14892,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:08:16Z,0,14892,96,90,full_layeraware-native-mlp-q4
2026-07-14T13:08:17Z,0,14892,97,90,full_layeraware-native-mlp-q4
2026-07-14T13:08:18Z,0,14892,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:08:19Z,0,14892,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:08:20Z,0,14892,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:08:21Z,0,14892,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:08:22Z,0,14892,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:08:23Z,0,14892,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:08:24Z,0,14892,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:08:25Z,0,14892,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:08:26Z,0,14892,100,65,full_layeraware-native-mlp-q4
2026-07-14T13:08:27Z,0,14892,94,86,full_layeraware-native-mlp-q4
2026-07-14T13:08:28Z,0,14892,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:08:29Z,0,14892,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:08:30Z,0,14892,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:08:31Z,0,14892,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:08:32Z,0,14892,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:08:33Z,0,14892,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:08:34Z,0,14892,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:08:35Z,0,14892,97,90,full_layeraware-native-mlp-q4
2026-07-14T13:08:36Z,0,14892,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:08:37Z,0,14892,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:08:38Z,0,14892,97,90,full_layeraware-native-mlp-q4
2026-07-14T13:08:39Z,0,14892,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:08:40Z,0,14892,93,87,full_layeraware-native-mlp-q4
2026-07-14T13:08:41Z,0,14892,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:08:42Z,0,14892,96,89,full_layeraware-native-mlp-q4
2026-07-14T13:08:43Z,0,14892,96,90,full_layeraware-native-mlp-q4
2026-07-14T13:08:44Z,0,14892,96,90,full_layeraware-native-mlp-q4
2026-07-14T13:08:45Z,0,14892,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:08:46Z,0,14892,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:08:47Z,0,14892,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:08:48Z,0,14892,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:08:49Z,0,14892,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:08:50Z,0,14892,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:08:51Z,0,14896,100,65,full_layeraware-native-mlp-q4
2026-07-14T13:08:52Z,0,14896,94,86,full_layeraware-native-mlp-q4
2026-07-14T13:08:53Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:08:54Z,0,14896,94,86,full_layeraware-native-mlp-q4
2026-07-14T13:08:55Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:08:56Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:08:57Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:08:58Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:08:59Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:00Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:01Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:02Z,0,14896,97,90,full_layeraware-native-mlp-q4
2026-07-14T13:09:03Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:04Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:05Z,0,14896,96,89,full_layeraware-native-mlp-q4
2026-07-14T13:09:06Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:08Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:09Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:10Z,0,14896,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:09:11Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:12Z,0,14896,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:09:13Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:14Z,0,14896,97,90,full_layeraware-native-mlp-q4
2026-07-14T13:09:15Z,0,14896,97,91,full_layeraware-native-mlp-q4
2026-07-14T13:09:16Z,0,14896,97,91,full_layeraware-native-mlp-q4
2026-07-14T13:09:17Z,0,14896,94,86,full_layeraware-native-mlp-q4
2026-07-14T13:09:18Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:19Z,0,14896,94,86,full_layeraware-native-mlp-q4
2026-07-14T13:09:20Z,0,14896,94,86,full_layeraware-native-mlp-q4
2026-07-14T13:09:21Z,0,14896,94,86,full_layeraware-native-mlp-q4
2026-07-14T13:09:22Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:23Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:24Z,0,14896,93,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:25Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:26Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:27Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:28Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:29Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:30Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:31Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:32Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:33Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:34Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:35Z,0,14896,97,90,full_layeraware-native-mlp-q4
2026-07-14T13:09:36Z,0,14896,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:09:37Z,0,14896,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:09:38Z,0,14896,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:09:39Z,0,14896,100,65,full_layeraware-native-mlp-q4
2026-07-14T13:09:40Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:41Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:42Z,0,14896,94,86,full_layeraware-native-mlp-q4
2026-07-14T13:09:43Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:44Z,0,14896,96,89,full_layeraware-native-mlp-q4
2026-07-14T13:09:45Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:46Z,0,14896,95,88,full_layeraware-native-mlp-q4
2026-07-14T13:09:47Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:48Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:49Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:50Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:51Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:52Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:53Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:54Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:55Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:56Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:09:57Z,0,14896,95,88,full_layeraware-native-mlp-q4
2026-07-14T13:09:58Z,0,14896,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:09:59Z,0,14896,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:10:00Z,0,14896,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:10:01Z,0,14896,86,78,full_layeraware-native-mlp-q4
2026-07-14T13:10:02Z,0,14896,95,88,full_layeraware-native-mlp-q4
2026-07-14T13:10:03Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:10:04Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:10:05Z,0,14896,94,86,full_layeraware-native-mlp-q4
2026-07-14T13:10:06Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:10:07Z,0,14896,93,86,full_layeraware-native-mlp-q4
2026-07-14T13:10:08Z,0,14896,96,88,full_layeraware-native-mlp-q4
2026-07-14T13:10:09Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:10:10Z,0,14896,97,90,full_layeraware-native-mlp-q4
2026-07-14T13:10:11Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:10:13Z,0,14896,97,89,full_layeraware-native-mlp-q4
2026-07-14T13:10:14Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:10:15Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:10:16Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:10:17Z,0,14896,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:10:18Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:10:19Z,0,14896,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:10:20Z,0,14896,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:10:21Z,0,14896,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:10:22Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:10:23Z,0,14896,96,89,full_layeraware-native-mlp-q4
2026-07-14T13:10:24Z,0,14896,94,85,full_layeraware-native-mlp-q4
2026-07-14T13:10:25Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:10:26Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:10:27Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:10:28Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:10:29Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:10:30Z,0,14896,96,89,full_layeraware-native-mlp-q4
2026-07-14T13:10:31Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:10:32Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:10:33Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:10:34Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:10:35Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:10:36Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:10:37Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:10:38Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:10:39Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:10:40Z,0,14896,94,88,full_layeraware-native-mlp-q4
2026-07-14T13:10:41Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:10:42Z,0,14896,93,87,full_layeraware-native-mlp-q4
2026-07-14T13:10:43Z,0,14896,94,87,full_layeraware-native-mlp-q4
2026-07-14T13:10:44Z,0,14896,96,90,full_layeraware-native-mlp-q4
2026-07-14T13:10:45Z,0,14896,94,88,full_layeraware-native-mlp-q4
